Detail,Week_Ending_Date,Value,Measure,Class,Week,Source,Flu_Season
A (H1),7/30/2005 12:00:00 AM,0,Region,Central,30,Labs,2004-05
A (H3),7/30/2005 12:00:00 AM,0,Region,Central,30,Labs,2004-05
A (Unk),7/30/2005 12:00:00 AM,0,Region,Central,30,Labs,2004-05
B,7/30/2005 12:00:00 AM,0,Region,Central,30,Labs,2004-05
B/Victoria,7/30/2005 12:00:00 AM,0,Region,Central,30,Labs,2004-05
B/Yamagata,7/30/2005 12:00:00 AM,0,Region,Central,30,Labs,2004-05
A (H1),7/30/2005 12:00:00 AM,0,Region,Eastern,30,Labs,2004-05
A (H3),7/30/2005 12:00:00 AM,0,Region,Eastern,30,Labs,2004-05
A (Unk),7/30/2005 12:00:00 AM,0,Region,Eastern,30,Labs,2004-05
B,7/30/2005 12:00:00 AM,0,Region,Eastern,30,Labs,2004-05
B/Victoria,7/30/2005 12:00:00 AM,0,Region,Eastern,30,Labs,2004-05
B/Yamagata,7/30/2005 12:00:00 AM,0,Region,Eastern,30,Labs,2004-05
A (H1),7/30/2005 12:00:00 AM,0,Region,Northern,30,Labs,2004-05
A (H3),7/30/2005 12:00:00 AM,0,Region,Northern,30,Labs,2004-05
A (Unk),7/30/2005 12:00:00 AM,0,Region,Northern,30,Labs,2004-05
B,7/30/2005 12:00:00 AM,0,Region,Northern,30,Labs,2004-05
B/Victoria,7/30/2005 12:00:00 AM,0,Region,Northern,30,Labs,2004-05
B/Yamagata,7/30/2005 12:00:00 AM,0,Region,Northern,30,Labs,2004-05
A (H1),7/30/2005 12:00:00 AM,0,Region,Northwest,30,Labs,2004-05
A (H3),7/30/2005 12:00:00 AM,0,Region,Northwest,30,Labs,2004-05
A (Unk),7/30/2005 12:00:00 AM,0,Region,Northwest,30,Labs,2004-05
B,7/30/2005 12:00:00 AM,0,Region,Northwest,30,Labs,2004-05
B/Victoria,7/30/2005 12:00:00 AM,0,Region,Northwest,30,Labs,2004-05
B/Yamagata,7/30/2005 12:00:00 AM,0,Region,Northwest,30,Labs,2004-05
A (H1),7/30/2005 12:00:00 AM,0,Region,Southwest,30,Labs,2004-05
A (H3),7/30/2005 12:00:00 AM,0,Region,Southwest,30,Labs,2004-05
A (Unk),7/30/2005 12:00:00 AM,0,Region,Southwest,30,Labs,2004-05
B,7/30/2005 12:00:00 AM,0,Region,Southwest,30,Labs,2004-05
B/Victoria,7/30/2005 12:00:00 AM,0,Region,Southwest,30,Labs,2004-05
B/Yamagata,7/30/2005 12:00:00 AM,0,Region,Southwest,30,Labs,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Facility Type,Assisted Living,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Facility Type,Assisted Living,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Facility Type,Nursing Home,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Facility Type,Nursing Home,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Facility Type,Other Facility Type,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Facility Type,Other Facility Type,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Facility Type,Other Health Care,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Facility Type,Other Health Care,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Facility Type,School (K-12),30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Facility Type,School (K-12),30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Region,Central,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Region,Central,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Region,Eastern,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Region,Eastern,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Region,Northern,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Region,Northern,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Region,Northwest,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Region,Northwest,30,Outbreaks,2004-05
Confirmed,7/30/2005 12:00:00 AM,0,Region,Southwest,30,Outbreaks,2004-05
Suspected,7/30/2005 12:00:00 AM,0,Region,Southwest,30,Outbreaks,2004-05
,7/30/2005 12:00:00 AM,0,,,30,Specimens,2004-05
,8/6/2005 12:00:00 AM,2.351557907,AgeGroup,0-4,31,ILI by Age,2004-05
,8/6/2005 12:00:00 AM,1.448321264,AgeGroup,05-18,31,ILI by Age,2004-05
,8/6/2005 12:00:00 AM,0.958849381,AgeGroup,19-24,31,ILI by Age,2004-05
,8/6/2005 12:00:00 AM,0.633445946,AgeGroup,25-49,31,ILI by Age,2004-05
,8/6/2005 12:00:00 AM,0.350318471,AgeGroup,50-64,31,ILI by Age,2004-05
,8/6/2005 12:00:00 AM,0.088028169,AgeGroup,65+,31,ILI by Age,2004-05
,8/6/2005 12:00:00 AM,1.121130880,RegionName,Central,31,ILI by Region,2004-05
,8/6/2005 12:00:00 AM,0.853863382,RegionName,Eastern,31,ILI by Region,2004-05
,8/6/2005 12:00:00 AM,0.654593061,RegionName,Northern,31,ILI by Region,2004-05
,8/6/2005 12:00:00 AM,0.663423264,RegionName,Northwest,31,ILI by Region,2004-05
,8/6/2005 12:00:00 AM,0.802681485,,,31,ILI by Season,2004-05
A (H1),8/6/2005 12:00:00 AM,0,Region,Central,31,Labs,2004-05
A (H3),8/6/2005 12:00:00 AM,0,Region,Central,31,Labs,2004-05
A (Unk),8/6/2005 12:00:00 AM,0,Region,Central,31,Labs,2004-05
B,8/6/2005 12:00:00 AM,0,Region,Central,31,Labs,2004-05
B/Victoria,8/6/2005 12:00:00 AM,0,Region,Central,31,Labs,2004-05
B/Yamagata,8/6/2005 12:00:00 AM,0,Region,Central,31,Labs,2004-05
A (H1),8/6/2005 12:00:00 AM,0,Region,Eastern,31,Labs,2004-05
A (H3),8/6/2005 12:00:00 AM,0,Region,Eastern,31,Labs,2004-05
A (Unk),8/6/2005 12:00:00 AM,0,Region,Eastern,31,Labs,2004-05
B,8/6/2005 12:00:00 AM,0,Region,Eastern,31,Labs,2004-05
B/Victoria,8/6/2005 12:00:00 AM,0,Region,Eastern,31,Labs,2004-05
B/Yamagata,8/6/2005 12:00:00 AM,0,Region,Eastern,31,Labs,2004-05
A (H1),8/6/2005 12:00:00 AM,0,Region,Northern,31,Labs,2004-05
A (H3),8/6/2005 12:00:00 AM,0,Region,Northern,31,Labs,2004-05
A (Unk),8/6/2005 12:00:00 AM,0,Region,Northern,31,Labs,2004-05
B,8/6/2005 12:00:00 AM,0,Region,Northern,31,Labs,2004-05
B/Victoria,8/6/2005 12:00:00 AM,0,Region,Northern,31,Labs,2004-05
B/Yamagata,8/6/2005 12:00:00 AM,0,Region,Northern,31,Labs,2004-05
A (H1),8/6/2005 12:00:00 AM,0,Region,Northwest,31,Labs,2004-05
A (H3),8/6/2005 12:00:00 AM,0,Region,Northwest,31,Labs,2004-05
A (Unk),8/6/2005 12:00:00 AM,0,Region,Northwest,31,Labs,2004-05
B,8/6/2005 12:00:00 AM,0,Region,Northwest,31,Labs,2004-05
B/Victoria,8/6/2005 12:00:00 AM,0,Region,Northwest,31,Labs,2004-05
B/Yamagata,8/6/2005 12:00:00 AM,0,Region,Northwest,31,Labs,2004-05
A (H1),8/6/2005 12:00:00 AM,0,Region,Southwest,31,Labs,2004-05
A (H3),8/6/2005 12:00:00 AM,0,Region,Southwest,31,Labs,2004-05
A (Unk),8/6/2005 12:00:00 AM,0,Region,Southwest,31,Labs,2004-05
B,8/6/2005 12:00:00 AM,0,Region,Southwest,31,Labs,2004-05
B/Victoria,8/6/2005 12:00:00 AM,0,Region,Southwest,31,Labs,2004-05
B/Yamagata,8/6/2005 12:00:00 AM,0,Region,Southwest,31,Labs,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Facility Type,Assisted Living,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Facility Type,Assisted Living,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Facility Type,Nursing Home,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Facility Type,Nursing Home,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Facility Type,Other Facility Type,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Facility Type,Other Facility Type,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Facility Type,Other Health Care,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Facility Type,Other Health Care,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Facility Type,School (K-12),31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Facility Type,School (K-12),31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Region,Central,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Region,Central,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Region,Eastern,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Region,Eastern,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Region,Northern,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Region,Northern,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Region,Northwest,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Region,Northwest,31,Outbreaks,2004-05
Confirmed,8/6/2005 12:00:00 AM,0,Region,Southwest,31,Outbreaks,2004-05
Suspected,8/6/2005 12:00:00 AM,0,Region,Southwest,31,Outbreaks,2004-05
,8/6/2005 12:00:00 AM,0,,,31,Specimens,2004-05
,8/13/2005 12:00:00 AM,2.263157895,AgeGroup,0-4,32,ILI by Age,2004-05
,8/13/2005 12:00:00 AM,1.177072671,AgeGroup,05-18,32,ILI by Age,2004-05
,8/13/2005 12:00:00 AM,0.456174650,AgeGroup,19-24,32,ILI by Age,2004-05
,8/13/2005 12:00:00 AM,0.540248514,AgeGroup,25-49,32,ILI by Age,2004-05
,8/13/2005 12:00:00 AM,0.265745416,AgeGroup,50-64,32,ILI by Age,2004-05
,8/13/2005 12:00:00 AM,0.142298115,AgeGroup,65+,32,ILI by Age,2004-05
,8/13/2005 12:00:00 AM,1.085176085,RegionName,Central,32,ILI by Region,2004-05
,8/13/2005 12:00:00 AM,0.623894217,RegionName,Eastern,32,ILI by Region,2004-05
,8/13/2005 12:00:00 AM,0.463861920,RegionName,Northern,32,ILI by Region,2004-05
,8/13/2005 12:00:00 AM,0.621118012,RegionName,Northwest,32,ILI by Region,2004-05
,8/13/2005 12:00:00 AM,0.652005746,,,32,ILI by Season,2004-05
A (H1),8/13/2005 12:00:00 AM,0,Region,Central,32,Labs,2004-05
A (H3),8/13/2005 12:00:00 AM,0,Region,Central,32,Labs,2004-05
A (Unk),8/13/2005 12:00:00 AM,0,Region,Central,32,Labs,2004-05
B,8/13/2005 12:00:00 AM,0,Region,Central,32,Labs,2004-05
B/Victoria,8/13/2005 12:00:00 AM,0,Region,Central,32,Labs,2004-05
B/Yamagata,8/13/2005 12:00:00 AM,0,Region,Central,32,Labs,2004-05
A (H1),8/13/2005 12:00:00 AM,0,Region,Eastern,32,Labs,2004-05
A (H3),8/13/2005 12:00:00 AM,0,Region,Eastern,32,Labs,2004-05
A (Unk),8/13/2005 12:00:00 AM,0,Region,Eastern,32,Labs,2004-05
B,8/13/2005 12:00:00 AM,0,Region,Eastern,32,Labs,2004-05
B/Victoria,8/13/2005 12:00:00 AM,0,Region,Eastern,32,Labs,2004-05
B/Yamagata,8/13/2005 12:00:00 AM,0,Region,Eastern,32,Labs,2004-05
A (H1),8/13/2005 12:00:00 AM,0,Region,Northern,32,Labs,2004-05
A (H3),8/13/2005 12:00:00 AM,0,Region,Northern,32,Labs,2004-05
A (Unk),8/13/2005 12:00:00 AM,0,Region,Northern,32,Labs,2004-05
B,8/13/2005 12:00:00 AM,0,Region,Northern,32,Labs,2004-05
B/Victoria,8/13/2005 12:00:00 AM,0,Region,Northern,32,Labs,2004-05
B/Yamagata,8/13/2005 12:00:00 AM,0,Region,Northern,32,Labs,2004-05
A (H1),8/13/2005 12:00:00 AM,0,Region,Northwest,32,Labs,2004-05
A (H3),8/13/2005 12:00:00 AM,0,Region,Northwest,32,Labs,2004-05
A (Unk),8/13/2005 12:00:00 AM,0,Region,Northwest,32,Labs,2004-05
B,8/13/2005 12:00:00 AM,0,Region,Northwest,32,Labs,2004-05
B/Victoria,8/13/2005 12:00:00 AM,0,Region,Northwest,32,Labs,2004-05
B/Yamagata,8/13/2005 12:00:00 AM,0,Region,Northwest,32,Labs,2004-05
A (H1),8/13/2005 12:00:00 AM,0,Region,Southwest,32,Labs,2004-05
A (H3),8/13/2005 12:00:00 AM,0,Region,Southwest,32,Labs,2004-05
A (Unk),8/13/2005 12:00:00 AM,0,Region,Southwest,32,Labs,2004-05
B,8/13/2005 12:00:00 AM,0,Region,Southwest,32,Labs,2004-05
B/Victoria,8/13/2005 12:00:00 AM,0,Region,Southwest,32,Labs,2004-05
B/Yamagata,8/13/2005 12:00:00 AM,0,Region,Southwest,32,Labs,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Facility Type,Assisted Living,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Facility Type,Assisted Living,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Facility Type,Nursing Home,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Facility Type,Nursing Home,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Facility Type,Other Facility Type,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Facility Type,Other Facility Type,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Facility Type,Other Health Care,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Facility Type,Other Health Care,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Facility Type,School (K-12),32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Facility Type,School (K-12),32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Region,Central,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Region,Central,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Region,Eastern,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Region,Eastern,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Region,Northern,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Region,Northern,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Region,Northwest,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Region,Northwest,32,Outbreaks,2004-05
Confirmed,8/13/2005 12:00:00 AM,0,Region,Southwest,32,Outbreaks,2004-05
Suspected,8/13/2005 12:00:00 AM,0,Region,Southwest,32,Outbreaks,2004-05
,8/13/2005 12:00:00 AM,0,,,32,Specimens,2004-05
,8/20/2005 12:00:00 AM,2.505910165,AgeGroup,0-4,33,ILI by Age,2004-05
,8/20/2005 12:00:00 AM,1.439218710,AgeGroup,05-18,33,ILI by Age,2004-05
,8/20/2005 12:00:00 AM,0.610997963,AgeGroup,19-24,33,ILI by Age,2004-05
,8/20/2005 12:00:00 AM,0.468724745,AgeGroup,25-49,33,ILI by Age,2004-05
,8/20/2005 12:00:00 AM,0.167024576,AgeGroup,50-64,33,ILI by Age,2004-05
,8/20/2005 12:00:00 AM,0.251019768,AgeGroup,65+,33,ILI by Age,2004-05
,8/20/2005 12:00:00 AM,1.130179992,RegionName,Central,33,ILI by Region,2004-05
,8/20/2005 12:00:00 AM,0.675815461,RegionName,Eastern,33,ILI by Region,2004-05
,8/20/2005 12:00:00 AM,0.483150139,RegionName,Northern,33,ILI by Region,2004-05
,8/20/2005 12:00:00 AM,0.486295314,RegionName,Northwest,33,ILI by Region,2004-05
,8/20/2005 12:00:00 AM,0.680751174,,,33,ILI by Season,2004-05
A (H1),8/20/2005 12:00:00 AM,0,Region,Central,33,Labs,2004-05
A (H3),8/20/2005 12:00:00 AM,0,Region,Central,33,Labs,2004-05
A (Unk),8/20/2005 12:00:00 AM,0,Region,Central,33,Labs,2004-05
B,8/20/2005 12:00:00 AM,0,Region,Central,33,Labs,2004-05
B/Victoria,8/20/2005 12:00:00 AM,0,Region,Central,33,Labs,2004-05
B/Yamagata,8/20/2005 12:00:00 AM,0,Region,Central,33,Labs,2004-05
A (H1),8/20/2005 12:00:00 AM,0,Region,Eastern,33,Labs,2004-05
A (H3),8/20/2005 12:00:00 AM,0,Region,Eastern,33,Labs,2004-05
A (Unk),8/20/2005 12:00:00 AM,0,Region,Eastern,33,Labs,2004-05
B,8/20/2005 12:00:00 AM,0,Region,Eastern,33,Labs,2004-05
B/Victoria,8/20/2005 12:00:00 AM,0,Region,Eastern,33,Labs,2004-05
B/Yamagata,8/20/2005 12:00:00 AM,0,Region,Eastern,33,Labs,2004-05
A (H1),8/20/2005 12:00:00 AM,0,Region,Northern,33,Labs,2004-05
A (H3),8/20/2005 12:00:00 AM,0,Region,Northern,33,Labs,2004-05
A (Unk),8/20/2005 12:00:00 AM,0,Region,Northern,33,Labs,2004-05
B,8/20/2005 12:00:00 AM,0,Region,Northern,33,Labs,2004-05
B/Victoria,8/20/2005 12:00:00 AM,0,Region,Northern,33,Labs,2004-05
B/Yamagata,8/20/2005 12:00:00 AM,0,Region,Northern,33,Labs,2004-05
A (H1),8/20/2005 12:00:00 AM,0,Region,Northwest,33,Labs,2004-05
A (H3),8/20/2005 12:00:00 AM,0,Region,Northwest,33,Labs,2004-05
A (Unk),8/20/2005 12:00:00 AM,0,Region,Northwest,33,Labs,2004-05
B,8/20/2005 12:00:00 AM,0,Region,Northwest,33,Labs,2004-05
B/Victoria,8/20/2005 12:00:00 AM,0,Region,Northwest,33,Labs,2004-05
B/Yamagata,8/20/2005 12:00:00 AM,0,Region,Northwest,33,Labs,2004-05
A (H1),8/20/2005 12:00:00 AM,0,Region,Southwest,33,Labs,2004-05
A (H3),8/20/2005 12:00:00 AM,0,Region,Southwest,33,Labs,2004-05
A (Unk),8/20/2005 12:00:00 AM,0,Region,Southwest,33,Labs,2004-05
B,8/20/2005 12:00:00 AM,0,Region,Southwest,33,Labs,2004-05
B/Victoria,8/20/2005 12:00:00 AM,0,Region,Southwest,33,Labs,2004-05
B/Yamagata,8/20/2005 12:00:00 AM,0,Region,Southwest,33,Labs,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Facility Type,Assisted Living,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Facility Type,Assisted Living,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Facility Type,Nursing Home,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Facility Type,Nursing Home,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Facility Type,Other Facility Type,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Facility Type,Other Facility Type,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Facility Type,Other Health Care,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Facility Type,Other Health Care,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Facility Type,School (K-12),33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Facility Type,School (K-12),33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Region,Central,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Region,Central,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Region,Eastern,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Region,Eastern,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Region,Northern,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Region,Northern,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Region,Northwest,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Region,Northwest,33,Outbreaks,2004-05
Confirmed,8/20/2005 12:00:00 AM,0,Region,Southwest,33,Outbreaks,2004-05
Suspected,8/20/2005 12:00:00 AM,0,Region,Southwest,33,Outbreaks,2004-05
,8/20/2005 12:00:00 AM,0,,,33,Specimens,2004-05
,8/27/2005 12:00:00 AM,2.528216704,AgeGroup,0-4,34,ILI by Age,2004-05
,8/27/2005 12:00:00 AM,1.5625,AgeGroup,05-18,34,ILI by Age,2004-05
,8/27/2005 12:00:00 AM,0.659274798,AgeGroup,19-24,34,ILI by Age,2004-05
,8/27/2005 12:00:00 AM,0.616443840,AgeGroup,25-49,34,ILI by Age,2004-05
,8/27/2005 12:00:00 AM,0.352858151,AgeGroup,50-64,34,ILI by Age,2004-05
,8/27/2005 12:00:00 AM,0.149700599,AgeGroup,65+,34,ILI by Age,2004-05
,8/27/2005 12:00:00 AM,1.593710157,RegionName,Central,34,ILI by Region,2004-05
,8/27/2005 12:00:00 AM,0.760915944,RegionName,Eastern,34,ILI by Region,2004-05
,8/27/2005 12:00:00 AM,0.523094046,RegionName,Northern,34,ILI by Region,2004-05
,8/27/2005 12:00:00 AM,0.360036004,RegionName,Northwest,34,ILI by Region,2004-05
,8/27/2005 12:00:00 AM,0.790658882,,,34,ILI by Season,2004-05
A (H1),8/27/2005 12:00:00 AM,0,Region,Central,34,Labs,2004-05
A (H3),8/27/2005 12:00:00 AM,0,Region,Central,34,Labs,2004-05
A (Unk),8/27/2005 12:00:00 AM,0,Region,Central,34,Labs,2004-05
B,8/27/2005 12:00:00 AM,0,Region,Central,34,Labs,2004-05
B/Victoria,8/27/2005 12:00:00 AM,0,Region,Central,34,Labs,2004-05
B/Yamagata,8/27/2005 12:00:00 AM,0,Region,Central,34,Labs,2004-05
A (H1),8/27/2005 12:00:00 AM,0,Region,Eastern,34,Labs,2004-05
A (H3),8/27/2005 12:00:00 AM,0,Region,Eastern,34,Labs,2004-05
A (Unk),8/27/2005 12:00:00 AM,0,Region,Eastern,34,Labs,2004-05
B,8/27/2005 12:00:00 AM,0,Region,Eastern,34,Labs,2004-05
B/Victoria,8/27/2005 12:00:00 AM,0,Region,Eastern,34,Labs,2004-05
B/Yamagata,8/27/2005 12:00:00 AM,0,Region,Eastern,34,Labs,2004-05
A (H1),8/27/2005 12:00:00 AM,0,Region,Northern,34,Labs,2004-05
A (H3),8/27/2005 12:00:00 AM,0,Region,Northern,34,Labs,2004-05
A (Unk),8/27/2005 12:00:00 AM,0,Region,Northern,34,Labs,2004-05
B,8/27/2005 12:00:00 AM,0,Region,Northern,34,Labs,2004-05
B/Victoria,8/27/2005 12:00:00 AM,0,Region,Northern,34,Labs,2004-05
B/Yamagata,8/27/2005 12:00:00 AM,0,Region,Northern,34,Labs,2004-05
A (H1),8/27/2005 12:00:00 AM,0,Region,Northwest,34,Labs,2004-05
A (H3),8/27/2005 12:00:00 AM,0,Region,Northwest,34,Labs,2004-05
A (Unk),8/27/2005 12:00:00 AM,0,Region,Northwest,34,Labs,2004-05
B,8/27/2005 12:00:00 AM,0,Region,Northwest,34,Labs,2004-05
B/Victoria,8/27/2005 12:00:00 AM,0,Region,Northwest,34,Labs,2004-05
B/Yamagata,8/27/2005 12:00:00 AM,0,Region,Northwest,34,Labs,2004-05
A (H1),8/27/2005 12:00:00 AM,0,Region,Southwest,34,Labs,2004-05
A (H3),8/27/2005 12:00:00 AM,0,Region,Southwest,34,Labs,2004-05
A (Unk),8/27/2005 12:00:00 AM,0,Region,Southwest,34,Labs,2004-05
B,8/27/2005 12:00:00 AM,0,Region,Southwest,34,Labs,2004-05
B/Victoria,8/27/2005 12:00:00 AM,0,Region,Southwest,34,Labs,2004-05
B/Yamagata,8/27/2005 12:00:00 AM,0,Region,Southwest,34,Labs,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Facility Type,Assisted Living,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Facility Type,Assisted Living,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Facility Type,Daycare / Pre-K,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Facility Type,Nursing Home,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Facility Type,Nursing Home,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Facility Type,Other Facility Type,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Facility Type,Other Facility Type,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Facility Type,Other Health Care,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Facility Type,Other Health Care,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Facility Type,School (K-12),34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Facility Type,School (K-12),34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Region,Central,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Region,Central,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Region,Eastern,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Region,Eastern,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Region,Northern,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Region,Northern,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Region,Northwest,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Region,Northwest,34,Outbreaks,2004-05
Confirmed,8/27/2005 12:00:00 AM,0,Region,Southwest,34,Outbreaks,2004-05
Suspected,8/27/2005 12:00:00 AM,0,Region,Southwest,34,Outbreaks,2004-05
,8/27/2005 12:00:00 AM,0,,,34,Specimens,2004-05
,9/3/2005 12:00:00 AM,2.149062643,AgeGroup,0-4,35,ILI by Age,2004-05
,9/3/2005 12:00:00 AM,1.523210832,AgeGroup,05-18,35,ILI by Age,2004-05
,9/3/2005 12:00:00 AM,0.940623163,AgeGroup,19-24,35,ILI by Age,2004-05
